opponents, date, year, regularSeason?, score1-score2, location(A), pace1, tSP1, eFG1, 3PA1, FTR1, ORR1, DRR1, TRR1, ASP1, STLP1, BLK1, TOR1, OEff1, DEF, pace2, tSP2, eFG2, 3PA2, FTR2, ORR2, DRR2, TRR2, ASP2, STLP2, BLK2, TOR2, OEff2
%http://www.basketball-reference.com/boxscores/201903030BOS.html
Houston Rockets at Boston Celtics, March 3, 2019,regularSeason,115-104,A,93.4,0.6200,0.6060,0.6380,0.2250,21.7000,80.0000,48.8000,57.9000,8.6000,8.2000,11.5000,123.1000,MAN,93.4,0.5790,0.5320,0.3640,0.2857,20.0000,78.3000,51.2000,62.2000,7.5000,0.0000,12.7000,111.3000
%http://www.basketball-reference.com/boxscores/201903030CHI.html
Atlanta Hawks at Chicago Bulls, March 3, 2019,regularSeason,123-118,A,102.6,0.6070,0.5900,0.4720,0.2022,25.0000,79.5000,52.3000,71.4000,9.7000,7.7000,11.4000,119.9000,MAN,102.6,0.5830,0.5540,0.2930,0.1739,20.5000,75.0000,47.7000,53.2000,5.8000,10.6000,12.1000,115.0000
%http://www.basketball-reference.com/boxscores/201903030CHO.html
Portland Trail Blazers at Charlotte Hornets, March 3, 2019,regularSeason,118-108,A,99.3,0.5560,0.5050,0.3330,0.2188,29.5000,89.7000,57.8000,60.5000,9.1000,6.0000,9.4000,118.8000,MAN,99.3,0.5800,0.5300,0.3980,0.2410,10.3000,70.5000,42.2000,67.6000,7.0000,7.8000,11.4000,108.8000
%http://www.basketball-reference.com/boxscores/201903030CLE.html
Orlando Magic at Cleveland Cavaliers, March 3, 2019,regularSeason,93-107,A,93.0,0.5010,0.4770,0.2950,0.1023,18.6000,78.6000,48.2000,59.0000,5.4000,10.0000,10.6000,100.0000,MAN,93.0,0.5750,0.5180,0.5180,0.2530,21.4000,81.4000,51.8000,55.6000,7.5000,3.2000,10.6000,115.0000
%http://www.basketball-reference.com/boxscores/201903030DET.html
Toronto Raptors at Detroit Pistons, March 3, 2019,regularSeason,107-112,A,92.0,0.5020,0.4580,0.4060,0.1979,32.1000,80.0000,52.1000,59.5000,7.9000,5.7000,12.3000,105.4000,MAN,92.0,0.5670,0.5350,0.3840,0.2326,20.0000,67.9000,47.9000,62.5000,9.8000,5.3000,13.2000,110.3000
%http://www.basketball-reference.com/boxscores/201903030LAC.html
New York Knicks at Los Angeles Clippers, March 3, 2019,regularSeason,107-128,A,107.7,0.5200,0.4600,0.3300,0.2955,17.0000,80.4000,46.5000,65.7000,8.4000,14.3000,11.2000,99.4000,MAN,107.7,0.6070,0.5870,0.3570,0.1327,19.6000,83.0000,53.5000,68.8000,4.6000,6.8000,13.2000,118.9000
%http://www.basketball-reference.com/boxscores/201903030OKC.html
Memphis Grizzlies at Oklahoma City Thunder, March 3, 2019,regularSeason,95-99,A,101.5,0.5440,0.4870,0.2780,0.2278,10.0000,70.2000,45.4000,62.9000,8.9000,14.3000,18.6000,93.6000,MAN,101.5,0.4600,0.4030,0.3230,0.2581,29.8000,90.0000,54.6000,57.6000,9.9000,8.8000,11.5000,97.6000
%http://www.basketball-reference.com/boxscores/201903030WAS.html
Minnesota Timberwolves at Washington Wizards, March 3, 2019,regularSeason,121-135,A,103.7,0.5640,0.5450,0.2730,0.1313,27.9000,69.4000,50.0000,48.1000,2.9000,6.2000,10.1000,116.7000,MAN,103.7,0.6020,0.5560,0.3370,0.2653,30.6000,72.1000,50.0000,61.2000,5.8000,5.6000,6.7000,130.2000
%http://www.basketball-reference.com/boxscores/201903040BRK.html
Dallas Mavericks at Brooklyn Nets, March 4, 2019,regularSeason,88-127,A,102.5,0.4550,0.4250,0.5170,0.1609,10.0000,91.2000,42.9000,64.5000,3.9000,6.8000,11.9000,85.9000,MAN,102.5,0.6800,0.6650,0.4820,0.1647,8.8000,90.0000,57.1000,60.4000,7.8000,2.4000,12.2000,124.0000
%http://www.basketball-reference.com/boxscores/201903040LAL.html
Los Angeles Clippers at Los Angeles Lakers, March 4, 2019,regularSeason,113-105,A,100.2,0.6040,0.5600,0.3490,0.2410,19.5000,85.7000,55.6000,61.0000,7.0000,5.7000,11.4000,112.8000,MAN,100.2,0.5170,0.4730,0.4180,0.2088,14.3000,80.5000,44.4000,57.9000,2.0000,11.1000,10.6000,104.8000
%http://www.basketball-reference.com/boxscores/201903040MIA.html
Atlanta Hawks at Miami Heat, March 4, 2019,regularSeason,113-114,A,97.6,0.5540,0.5110,0.5050,0.2198,32.7000,78.8000,51.2000,65.8000,9.2000,3.6000,12.1000,115.8000,MAN,97.6,0.6360,0.6140,0.2910,0.2152,21.2000,67.3000,48.8000,52.3000,9.2000,15.6000,16.7000,116.8000
%http://www.basketball-reference.com/boxscores/201903040PHO.html
Milwaukee Bucks at Phoenix Suns, March 4, 2019,regularSeason,105-114,A,100.6,0.4830,0.4320,0.4420,0.2421,31.6000,69.6000,50.4000,48.6000,7.9000,2.9000,11.4000,104.3000,MAN,100.6,0.5450,0.4890,0.2420,0.2747,30.4000,68.4000,49.6000,53.7000,9.9000,18.9000,11.1000,113.3000
%http://www.basketball-reference.com/boxscores/201903040SAC.html
New York Knicks at Sacramento Kings, March 4, 2019,regularSeason,108-115,A,102.8,0.5550,0.5290,0.3410,0.2118,21.3000,86.4000,52.7000,43.6000,7.8000,9.3000,14.9000,105.1000,MAN,102.8,0.5900,0.5360,0.3490,0.3133,13.6000,78.7000,47.3000,71.8000,10.7000,5.4000,11.8000,111.9000
%http://www.basketball-reference.com/boxscores/201903040SAS.html
Denver Nuggets at San Antonio Spurs, March 4, 2019,regularSeason,103-104,A,96.5,0.5320,0.5210,0.4210,0.0421,17.8000,85.4000,50.0000,65.9000,5.2000,5.0000,11.0000,106.7000,MAN,96.5,0.5570,0.5290,0.2940,0.1647,14.6000,82.2000,50.0000,65.9000,8.3000,12.7000,8.8000,107.8000
%http://www.basketball-reference.com/boxscores/201903040UTA.html
New Orleans Pelicans at Utah Jazz, March 4, 2019,regularSeason,115-112,A,98.8,0.5530,0.5260,0.2080,0.1458,26.1000,71.1000,48.4000,52.2000,12.1000,9.3000,7.1000,116.3000,MAN,98.8,0.5700,0.5430,0.4130,0.1304,28.9000,73.9000,51.6000,81.4000,3.0000,7.9000,15.5000,113.3000
%http://www.basketball-reference.com/boxscores/201903050GSW.html
Boston Celtics at Golden State Warriors, March 5, 2019,regularSeason,128-95,A,104.1,0.6180,0.5830,0.3540,0.1667,20.0000,80.4000,50.5000,77.6000,11.5000,10.0000,9.6000,122.9000,MAN,104.1,0.4990,0.4470,0.4120,0.2235,19.6000,80.0000,49.5000,76.5000,4.8000,3.2000,18.1000,91.2000
%http://www.basketball-reference.com/boxscores/201903050IND.html
Chicago Bulls at Indiana Pacers, March 5, 2019,regularSeason,96-105,A,94.1,0.4630,0.4090,0.2690,0.2151,27.8000,75.6000,49.5000,44.4000,7.4000,11.9000,8.0000,102.0000,MAN,94.1,0.5550,0.5180,0.2980,0.2143,24.4000,72.2000,50.5000,50.0000,6.4000,13.2000,11.3000,111.6000
%http://www.basketball-reference.com/boxscores/201903050MEM.html
Portland Trail Blazers at Memphis Grizzlies, March 5, 2019,regularSeason,111-120,A,101.4,0.6290,0.5890,0.3670,0.2278,14.3000,88.6000,51.4000,59.5000,6.9000,8.3000,18.5000,109.4000,MAN,101.4,0.6610,0.6200,0.3600,0.3600,11.4000,85.7000,48.6000,55.0000,10.8000,10.0000,15.0000,118.3000
%http://www.basketball-reference.com/boxscores/201903050MIN.html
Oklahoma City Thunder at Minnesota Timberwolves, March 5, 2019,regularSeason,120-131,A,102.3,0.5570,0.5430,0.4890,0.1915,26.3000,75.0000,46.4000,47.6000,3.9000,11.9000,10.0000,117.3000,MAN,102.3,0.6270,0.5900,0.2470,0.2921,25.0000,73.7000,53.6000,59.6000,5.9000,4.2000,7.9000,128.1000
%http://www.basketball-reference.com/boxscores/201903050PHI.html
Orlando Magic at Philadelphia 76ers, March 5, 2019,regularSeason,106-114,A,97.9,0.5390,0.5220,0.3440,0.0968,20.0000,77.3000,46.8000,50.0000,4.1000,3.3000,10.9000,108.2000,MAN,97.9,0.5800,0.5340,0.3150,0.2135,22.7000,80.0000,53.2000,66.7000,10.2000,6.6000,10.1000,116.4000
%http://www.basketball-reference.com/boxscores/201903050TOR.html
Houston Rockets at Toronto Raptors, March 5, 2019,regularSeason,107-95,A,90.2,0.5760,0.5350,0.4000,0.1882,22.5000,68.0000,47.8000,57.9000,12.2000,10.5000,8.8000,118.6000,MAN,90.2,0.4950,0.4660,0.3600,0.1348,32.0000,77.5000,52.2000,43.2000,1.1000,9.8000,11.9000,105.3000
%http://www.basketball-reference.com/boxscores/201903060ATL.html
San Antonio Spurs at Atlanta Hawks, March 6, 2019,regularSeason,111-104,A,104.4,0.5730,0.5510,0.3710,0.1461,14.3000,79.6000,51.0000,61.4000,3.8000,18.4000,14.2000,106.4000,MAN,104.4,0.5070,0.4620,0.4670,0.2065,20.4000,85.7000,49.0000,58.3000,7.7000,3.6000,12.0000,99.7000
%http://www.basketball-reference.com/boxscores/201903060BRK.html
Cleveland Cavaliers at Brooklyn Nets, March 6, 2019,regularSeason,107-113,A,103.4,0.5360,0.4940,0.4370,0.2414,22.0000,76.6000,48.5000,65.7000,6.8000,5.2000,14.6000,103.5000,MAN,103.4,0.5520,0.5380,0.3630,0.1648,23.4000,78.0000,51.5000,48.8000,4.8000,14.3000,12.0000,109.3000
%http://www.basketball-reference.com/boxscores/201903060CHI.html
Philadelphia 76ers at Chicago Bulls, March 6, 2019,regularSeason,107-108,A,97.7,0.5480,0.5060,0.2760,0.2184,29.5000,67.3000,49.5000,55.0000,10.2000,7.1000,13.3000,109.5000,MAN,97.7,0.5150,0.4730,0.2470,0.2151,32.7000,70.5000,50.5000,51.2000,7.2000,4.8000,11.0000,110.6000
%http://www.basketball-reference.com/boxscores/201903060CHO.html
Miami Heat at Charlotte Hornets, March 6, 2019,regularSeason,91-84,A,93.3,0.4800,0.4720,0.2890,0.0667,36.2000,77.3000,56.0000,50.0000,10.7000,15.2000,16.0000,97.5000,MAN,93.3,0.4740,0.4510,0.4390,0.1220,22.7000,63.8000,44.0000,73.3000,7.5000,6.3000,17.7000,90.0000
%http://www.basketball-reference.com/boxscores/201903060DET.html
Minnesota Timberwolves at Detroit Pistons, March 6, 2019,regularSeason,114-131,A,96.3,0.6110,0.5600,0.3210,0.2381,16.2000,73.8000,46.8000,61.0000,3.1000,8.3000,12.2000,118.3000,MAN,96.3,0.6380,0.6130,0.3550,0.1828,26.2000,83.8000,53.2000,58.0000,5.2000,5.3000,4.6000,136.0000
%http://www.basketball-reference.com/boxscores/201903060LAL.html
Denver Nuggets at Los Angeles Lakers, March 6, 2019,regularSeason,115-99,A,96.7,0.5450,0.5260,0.4290,0.1224,33.3000,88.1000,57.3000,73.3000,6.2000,5.7000,7.0000,118.9000,MAN,96.7,0.5260,0.5180,0.3690,0.1429,11.9000,66.7000,42.7000,65.0000,5.2000,7.1000,11.3000,102.3000
%http://www.basketball-reference.com/boxscores/201903060NOP.html
Utah Jazz at New Orleans Pelicans, March 6, 2019,regularSeason,114-104,A,106.5,0.5840,0.5680,0.3410,0.1591,20.9000,83.7000,52.3000,67.4000,8.4000,12.3000,17.0000,107.0000,MAN,106.5,0.5320,0.5110,0.2700,0.1461,16.3000,79.1000,47.7000,41.5000,5.6000,6.9000,14.8000,97.6000
%http://www.basketball-reference.com/boxscores/201903060PHO.html
New York Knicks at Phoenix Suns, March 6, 2019,regularSeason,96-107,A,98.1,0.5450,0.4940,0.1950,0.2597,22.9000,90.5000,59.7000,48.6000,6.1000,13.5000,19.3000,97.8000,MAN,98.1,0.5900,0.5560,0.3580,0.2099,9.5000,77.1000,40.3000,53.8000,11.2000,14.5000,12.5000,109.0000
%http://www.basketball-reference.com/boxscores/201903060SAC.html
Boston Celtics at Sacramento Kings, March 6, 2019,regularSeason,111-109,A,99.0,0.6290,0.5890,0.4180,0.2278,8.1000,84.2000,46.7000,65.0000,11.1000,2.0000,16.2000,112.1000,MAN,99.0,0.6080,0.5810,0.3630,0.2000,15.8000,91.9000,53.3000,57.5000,8.1000,8.7000,14.3000,110.1000
%http://www.basketball-reference.com/boxscores/201903060WAS.html
Dallas Mavericks at Washington Wizards, March 6, 2019,regularSeason,123-132,A,97.0,0.5840,0.5650,0.4410,0.1935,29.2000,62.5000,44.3000,60.0000,7.2000,3.3000,6.2000,126.8000,MAN,97.0,0.6350,0.6020,0.3550,0.2151,37.5000,70.8000,55.7000,60.0000,3.1000,3.8000,10.3000,136.1000
%http://www.basketball-reference.com/boxscores/201903070MIL.html
Indiana Pacers at Milwaukee Bucks, March 7, 2019,regularSeason,98-117,A,99.8,0.4960,0.4670,0.4110,0.1556,12.0000,81.0000,43.5000,74.3000,10.0000,13.7000,9.2000,98.2000,MAN,99.8,0.6140,0.5810,0.4070,0.1977,19.0000,88.0000,56.5000,48.8000,7.0000,18.9000,12.0000,117.2000
%http://www.basketball-reference.com/boxscores/201903070POR.html
Oklahoma City Thunder at Portland Trail Blazers, March 7, 2019,regularSeason,129-121,A,102.3,0.5420,0.4950,0.2570,0.2381,30.2000,75.0000,53.2000,29.2000,6.2000,9.4000,11.2000,114.2000,MAN,102.3,0.5280,0.4410,0.4360,0.4043,25.0000,69.8000,46.8000,37.8000,6.2000,10.3000,10.9000,107.1000
%http://www.basketball-reference.com/boxscores/201903080CHI.html
Detroit Pistons at Chicago Bulls, March 8, 2019,regularSeason,112-104,A,98.5,0.6070,0.5960,0.3250,0.1566,20.6000,81.0000,53.9000,51.1000,5.1000,13.8000,14.0000,113.7000,MAN,98.5,0.5640,0.5430,0.2070,0.1829,19.0000,79.4000,46.1000,47.6000,9.1000,7.1000,14.8000,105.5000
%http://www.basketball-reference.com/boxscores/201903080CHO.html
Washington Wizards at Charlotte Hornets, March 8, 2019,regularSeason,111-112,A,95.8,0.5700,0.5170,0.3140,0.2558,27.7000,64.7000,46.9000,70.0000,8.3000,9.1000,12.6000,115.8000,MAN,95.8,0.5340,0.4900,0.4270,0.1875,35.3000,72.3000,53.1000,60.0000,7.3000,13.6000,10.3000,116.9000
%http://www.basketball-reference.com/boxscores/201903080GSW.html
Denver Nuggets at Golden State Warriors, March 8, 2019,regularSeason,105-122,A,101.9,0.5130,0.4480,0.3790,0.3103,28.0000,82.1000,51.7000,63.6000,8.8000,6.1000,14.2000,103.1000,MAN,101.9,0.6540,0.6430,0.4170,0.1667,17.9000,72.0000,48.3000,71.1000,10.8000,18.5000,15.4000,119.8000
%http://www.basketball-reference.com/boxscores/201903080HOU.html
Philadelphia 76ers at Houston Rockets, March 8, 2019,regularSeason,91-107,A,99.3,0.4330,0.3840,0.2740,0.1895,37.9000,84.1000,57.8000,57.1000,9.1000,9.1000,14.6000,91.7000,MAN,99.3,0.5840,0.5710,0.4820,0.1176,15.9000,62.1000,42.2000,52.4000,13.1000,0.0000,15.7000,107.8000
%http://www.basketball-reference.com/boxscores/201903080LAC.html
Oklahoma City Thunder at Los Angeles Clippers, March 8, 2019,regularSeason,110-118,A,105.6,0.4850,0.4560,0.4310,0.1667,24.6000,79.2000,49.5000,48.8000,2.8000,11.5000,8.8000,104.1000,MAN,105.6,0.5550,0.5060,0.2910,0.3605,20.8000,75.4000,50.5000,51.3000,6.6000,6.9000,8.6000,111.7000
%http://www.basketball-reference.com/boxscores/201903080MEM.html
Utah Jazz at Memphis Grizzlies, March 8, 2019,regularSeason,104-114,A,94.4,0.5620,0.5370,0.5850,0.1951,22.2000,79.5000,48.8000,60.0000,8.5000,14.7000,11.5000,110.2000,MAN,94.4,0.5900,0.5610,0.2440,0.1444,20.5000,77.8000,51.2000,67.4000,5.3000,14.7000,9.4000,120.8000
%http://www.basketball-reference.com/boxscores/201903080MIA.html
Cleveland Cavaliers at Miami Heat, March 8, 2019,regularSeason,110-126,A,92.6,0.6250,0.5990,0.5310,0.1605,16.2000,61.1000,38.4000,71.8000,6.5000,1.9000,14.6000,118.8000,MAN,92.6,0.6740,0.6460,0.3160,0.3038,38.9000,83.8000,61.6000,68.9000,5.4000,13.2000,11.4000,136.1000
%http://www.basketball-reference.com/boxscores/201903080NOP.html
Toronto Raptors at New Orleans Pelicans, March 8, 2019,regularSeason,127-104,A,111.0,0.6170,0.6010,0.3740,0.0808,15.9000,75.9000,50.0000,58.5000,9.0000,18.2000,13.4000,114.4000,MAN,111.0,0.4700,0.4570,0.3710,0.0762,24.1000,84.1000,50.0000,65.1000,9.9000,0.0000,13.3000,93.7000
%http://www.basketball-reference.com/boxscores/201903080ORL.html
Dallas Mavericks at Orlando Magic, March 8, 2019,regularSeason,106-111,A,97.3,0.5520,0.5280,0.3820,0.1348,21.3000,74.4000,46.7000,52.4000,6.2000,5.2000,12.7000,109.0000,MAN,97.3,0.5850,0.5630,0.3330,0.1494,25.6000,78.7000,53.3000,61.9000,9.3000,9.1000,12.9000,114.1000
%http://www.basketball-reference.com/boxscores/201903090ATL.html
Brooklyn Nets at Atlanta Hawks, March 9, 2019,regularSeason,114-112,A,105.7,0.5190,0.4710,0.5120,0.3837,27.8000,68.4000,48.6000,63.6000,6.6000,4.7000,11.3000,107.9000,MAN,105.7,0.4700,0.4100,0.3900,0.2476,31.6000,72.2000,51.4000,56.4000,6.6000,4.8000,7.7000,106.0000
%http://www.basketball-reference.com/boxscores/201903090LAL.html
Boston Celtics at Los Angeles Lakers, March 9, 2019,regularSeason,120-107,A,102.9,0.6050,0.5910,0.4090,0.1075,14.6000,82.2000,50.0000,66.7000,5.8000,7.8000,11.6000,116.6000,MAN,102.9,0.5410,0.5110,0.2970,0.1538,17.8000,85.4000,50.0000,63.6000,3.9000,7.3000,10.8000,104.0000
%http://www.basketball-reference.com/boxscores/201903090MIL.html
Charlotte Hornets at Milwaukee Bucks, March 9, 2019,regularSeason,114-131,A,100.9,0.5750,0.5540,0.4190,0.1183,12.8000,67.4000,38.9000,56.8000,4.0000,4.3000,10.8000,112.9000,MAN,100.9,0.6350,0.5830,0.4890,0.2889,32.6000,87.2000,61.1000,61.4000,8.9000,3.7000,10.4000,129.8000
%http://www.basketball-reference.com/boxscores/201903090MIN.html
Washington Wizards at Minnesota Timberwolves, March 9, 2019,regularSeason,130-135,A,103.0,0.5880,0.5600,0.4400,0.1800,21.3000,69.0000,47.6000,64.6000,7.0000,6.4000,14.0000,114.3000,MAN,103.0,0.5420,0.5000,0.3160,0.1842,31.0000,78.7000,52.4000,49.0000,7.9000,5.4000,6.7000,118.7000
%http://www.basketball-reference.com/boxscores/201903090NYK.html
Sacramento Kings at New York Knicks, March 9, 2019,regularSeason,102-94,A,97.4,0.4870,0.4420,0.3790,0.1895,19.6000,76.4000,47.7000,44.4000,5.1000,5.1000,6.3000,104.7000,MAN,97.4,0.4550,0.4260,0.3720,0.1489,23.6000,80.4000,52.3000,45.7000,3.1000,8.5000,8.0000,96.5000
%http://www.basketball-reference.com/boxscores/201903090POR.html
Phoenix Suns at Portland Trail Blazers, March 9, 2019,regularSeason,120-127,A,105.1,0.5180,0.4610,0.2620,0.2427,24.5000,71.4000,45.3000,62.8000,6.7000,8.8000,6.5000,114.2000,MAN,105.1,0.6240,0.5760,0.3370,0.3256,28.6000,75.5000,54.7000,44.2000,4.8000,9.2000,13.6000,120.9000
%http://www.basketball-reference.com/boxscores/201903100ATL.html
New Orleans Pelicans at Atlanta Hawks, March 10, 2019,regularSeason,116-128,A,104.6,0.5550,0.5350,0.4060,0.0792,9.8000,78.7000,42.9000,64.4000,5.7000,14.8000,7.1000,110.9000,MAN,104.6,0.6040,0.5770,0.3780,0.1531,21.3000,90.2000,57.1000,62.5000,3.8000,8.3000,7.8000,122.4000
%http://www.basketball-reference.com/boxscores/201903100DAL.html
Houston Rockets at Dallas Mavericks, March 10, 2019,regularSeason,94-93,A,91.9,0.4810,0.4550,0.5910,0.1591,24.1000,73.7000,44.6000,56.3000,6.5000,9.3000,10.9000,102.3000,MAN,91.9,0.5350,0.4730,0.4270,0.2933,26.3000,75.9000,55.4000,77.4000,6.5000,25.0000,15.6000,101.2000
%http://www.basketball-reference.com/boxscores/201903100DET.html
Chicago Bulls at Detroit Pistons, March 10, 2019,regularSeason,108-131,A,95.8,0.5780,0.5550,0.2200,0.2073,15.0000,75.6000,45.7000,43.9000,4.2000,8.9000,9.7000,112.7000,MAN,95.8,0.6510,0.6430,0.3850,0.1538,24.4000,85.0000,54.3000,69.4000,5.2000,1.6000,6.5000,136.7000
%http://www.basketball-reference.com/boxscores/201903100GSW.html
Phoenix Suns at Golden State Warriors, March 10, 2019,regularSeason,115-111,A,103.0,0.5870,0.5470,0.2910,0.2442,20.9000,72.2000,49.5000,61.9000,9.7000,7.7000,12.5000,111.7000,MAN,103.0,0.5300,0.4950,0.4530,0.1789,27.8000,79.1000,50.5000,81.0000,9.7000,9.8000,14.0000,107.8000
%http://www.basketball-reference.com/boxscores/201903100MEM.html
Orlando Magic at Memphis Grizzlies, March 10, 2019,regularSeason,97-105,A,95.8,0.4900,0.4250,0.4370,0.2644,27.8000,86.4000,54.1000,74.2000,6.3000,7.8000,11.6000,101.3000,MAN,95.8,0.5490,0.4700,0.3780,0.3415,13.6000,72.2000,45.9000,67.6000,6.3000,12.2000,9.5000,109.6000
%http://www.basketball-reference.com/boxscores/201903100MIA.html
Toronto Raptors at Miami Heat, March 10, 2019,regularSeason,125-104,A,100.2,0.7320,0.7090,0.5410,0.2703,18.2000,80.9000,55.0000,76.2000,8.0000,12.3000,18.2000,124.8000,MAN,100.2,0.5140,0.5000,0.2930,0.1304,19.1000,81.8000,45.0000,64.3000,13.0000,0.0000,11.4000,103.8000
%http://www.basketball-reference.com/boxscores/201903100MIN.html
New York Knicks at Minnesota Timberwolves, March 10, 2019,regularSeason,92-103,A,97.0,0.4990,0.4880,0.2910,0.0930,24.4000,78.6000,51.8000,54.1000,5.2000,12.5000,15.6000,94.8000,MAN,97.0,0.5160,0.4950,0.3190,0.1064,21.4000,75.6000,48.2000,52.4000,13.4000,16.4000,9.9000,106.1000
%http://www.basketball-reference.com/boxscores/201903100PHI.html
Indiana Pacers at Philadelphia 76ers, March 10, 2019,regularSeason,89-106,A,97.8,0.4480,0.4040,0.1930,0.2651,23.5000,71.1000,45.8000,58.1000,8.2000,6.3000,12.4000,91.0000,MAN,97.8,0.5290,0.4770,0.2640,0.2644,28.9000,76.5000,54.2000,63.2000,10.2000,4.5000,11.5000,108.4000
%http://www.basketball-reference.com/boxscores/201903100SAS.html
Milwaukee Bucks at San Antonio Spurs, March 10, 2019,regularSeason,114-121,A,100.5,0.5820,0.5520,0.4140,0.2069,13.6000,83.0000,49.5000,53.7000,3.0000,2.8000,9.3000,113.4000,MAN,100.5,0.5680,0.5500,0.2900,0.1100,17.0000,86.4000,50.5000,49.0000,6.0000,5.9000,3.6000,120.4000
%http://www.basketball-reference.com/boxscores/201903110BRK.html
Detroit Pistons at Brooklyn Nets, March 11, 2019,regularSeason,75-103,A,97.4,0.3600,0.3200,0.3510,0.1340,26.2000,86.5000,48.0000,59.3000,7.2000,6.3000,10.3000,77.0000,MAN,97.4,0.5810,0.5630,0.3920,0.1772,13.5000,73.8000,52.0000,53.8000,9.2000,6.3000,16.1000,105.7000
%http://www.basketball-reference.com/boxscores/201903110CLE.html
Toronto Raptors at Cleveland Cavaliers, March 11, 2019,regularSeason,101-126,A,103.4,0.5520,0.5420,0.4640,0.1190,13.0000,77.1000,45.7000,50.0000,7.7000,5.7000,17.9000,97.7000,MAN,103.4,0.6100,0.5640,0.4360,0.2128,22.9000,87.0000,54.3000,61.4000,7.7000,2.2000,10.4000,121.9000
%http://www.basketball-reference.com/boxscores/201903110HOU.html
Charlotte Hornets at Houston Rockets, March 11, 2019,regularSeason,106-118,A,99.3,0.5540,0.5170,0.4610,0.1573,14.0000,72.7000,41.5000,60.5000,4.0000,8.3000,10.3000,106.7000,MAN,99.3,0.5730,0.5110,0.4730,0.2747,27.3000,86.0000,58.5000,65.8000,7.0000,8.3000,12.0000,118.8000
%http://www.basketball-reference.com/boxscores/201903110LAC.html
Boston Celtics at Los Angeles Clippers, March 11, 2019,regularSeason,115-140,A,103.8,0.5790,0.5600,0.3960,0.1429,15.9000,68.8000,38.2000,59.1000,10.6000,6.9000,11.6000,110.8000,MAN,103.8,0.7220,0.6920,0.3260,0.2442,31.3000,84.1000,61.8000,54.7000,3.9000,1.8000,16.4000,134.9000
%http://www.basketball-reference.com/boxscores/201903110UTA.html
Oklahoma City Thunder at Utah Jazz, March 11, 2019,regularSeason,98-89,A,97.4,0.5390,0.5000,0.2780,0.2405,14.0000,79.2000,50.0000,50.0000,8.2000,11.1000,15.0000,100.6000,MAN,97.4,0.4660,0.4380,0.4890,0.1364,20.8000,86.0000,50.0000,68.8000,12.3000,10.5000,12.0000,91.4000
%http://www.basketball-reference.com/boxscores/201903110WAS.html
Sacramento Kings at Washington Wizards, March 11, 2019,regularSeason,115-121,A,109.3,0.5470,0.5000,0.2970,0.2637,18.4000,84.4000,50.0000,68.3000,7.3000,6.1000,13.2000,105.3000,MAN,109.3,0.6020,0.5470,0.4300,0.3140,15.6000,81.6000,50.0000,72.5000,11.0000,1.6000,14.5000,110.7000
%http://www.basketball-reference.com/boxscores/201903120CHI.html
Los Angeles Lakers at Chicago Bulls, March 12, 2019,regularSeason,123-107,A,100.5,0.6490,0.6220,0.3840,0.1860,13.2000,76.6000,48.2000,48.9000,10.9000,7.8000,12.1000,122.4000,MAN,100.5,0.5560,0.5220,0.2970,0.1319,23.4000,86.8000,51.8000,54.8000,6.0000,0.0000,14.3000,106.4000
%http://www.basketball-reference.com/boxscores/201903120DAL.html
San Antonio Spurs at Dallas Mavericks, March 12, 2019,regularSeason,112-105,A,94.4,0.6230,0.5730,0.2680,0.2195,19.4000,77.5000,50.0000,60.5000,11.6000,7.0000,11.8000,118.6000,MAN,94.4,0.5620,0.5490,0.4760,0.1829,22.5000,80.6000,50.0000,57.9000,1.1000,3.3000,13.0000,111.2000
%http://www.basketball-reference.com/boxscores/201903120DEN.html
Minnesota Timberwolves at Denver Nuggets, March 12, 2019,regularSeason,107-133,A,95.0,0.5620,0.5220,0.3370,0.1573,29.3000,76.7000,49.3000,58.5000,10.5000,10.9000,12.8000,112.6000,MAN,95.0,0.7260,0.7060,0.3530,0.1529,23.3000,70.7000,50.7000,78.4000,6.3000,10.2000,13.3000,139.9000
%http://www.basketball-reference.com/boxscores/201903120IND.html
New York Knicks at Indiana Pacers, March 12, 2019,regularSeason,98-103,A,97.5,0.5570,0.5190,0.3500,0.1875,19.0000,83.3000,53.3000,62.9000,4.1000,8.8000,17.8000,100.5000,MAN,97.5,0.5270,0.4820,0.3290,0.2471,16.7000,81.0000,46.7000,70.3000,11.3000,5.8000,9.3000,105.6000
%http://www.basketball-reference.com/boxscores/201903120LAC.html
Portland Trail Blazers at Los Angeles Clippers, March 12, 2019,regularSeason,125-104,A,93.5,0.5820,0.5520,0.3230,0.1979,40.9000,56.1000,49.5000,57.4000,8.6000,3.8000,10.0000,133.7000,MAN,93.5,0.4870,0.4470,0.1580,0.2000,43.9000,59.1000,50.5000,55.3000,7.5000,4.6000,9.3000,111.2000
%http://www.basketball-reference.com/boxscores/201903120NOP.html
Milwaukee Bucks at New Orleans Pelicans, March 12, 2019,regularSeason,130-113,A,114.6,0.5950,0.5460,0.3710,0.2474,11.9000,78.3000,51.0000,56.3000,4.4000,6.7000,10.6000,113.4000,MAN,114.6,0.4950,0.4770,0.4390,0.1028,21.7000,88.1000,49.0000,58.7000,2.6000,6.6000,11.6000,98.6000
%http://www.basketball-reference.com/boxscores/201903120PHI.html
